url,alt,width,height
https://uxldfkbmronozlxjblam.supabase.co/storage/v1/object/public/sticker-images/cats/adopt.png,Cat Adopt,512,512
https://uxldfkbmronozlxjblam.supabase.co/storage/v1/object/public/sticker-images/cats/in-love.png,Cat In Love,512,512
https://uxldfkbmronozlxjblam.supabase.co/storage/v1/object/public/sticker-images/cats/reading.png,Cat Reading,512,512
https://uxldfkbmronozlxjblam.supabase.co/storage/v1/object/public/sticker-images/cats/smile.png,Cat Smile,512,512
